ランディング ページ,セッション,新規セッション率,新規ユーザー,直帰率,ページ/セッション,平均セッション時間,コンバージョン率,目標の完了数,目標値
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=IwAR07IMmjKsDNoBK0qpTT2vLqScEl0XJL-nCtZyzKuxxZoH3YU0kdZ8ezxfY_aem_AbCtCJv2Qg8i39Kk2tzj8mlwy0Y_35T0UukrFU1NYbbDmnPYYpMrNL2Urbn1OA4NWefosd3PUGygaNHyaPYZPaWyytHrjdvgFtrVZP4n4vzZKv6I7x1Om2bA1x4edRXNMQQ,5,0.00%,0,20.00%,1.80,2.80,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=IwAR2OtJFFjqSd1EK1dxCFNAnUA7rc-S36uZecuadto6lFbE6pImX7VYJLu6M_aem_Abu-zlpnK9gIbvwNxT3g8viv-q2JakVCUb7hFC3OGrS92D3cponY8lX88eOpmVFUcoy09LdxFk1jCbTddNZA_8KMLwUg6CGrQ63i0dm9_ZtyFWGVZYUbd9pwRaMy1oD2ckE,5,20.00%,1,60.00%,1.40,8.60,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=IwAR3nkbErjTUp6uMpqOJR5avmdo_4LIXhiD_cVr29BFLVEuUHU-xeLzDFXd4_aem_ASLDZXRTro2N5QlXH4ndcyZ5VYpdAFi5BYvIIMWvAjWhuHR8qN6Cfk10_yrx5sDFbcdJAhHeSRsblhxedoJCk9RZ2_rDPAqKj1J54Euf5RXomRYLJD4-f1l0UmL15Pe8XnI,5,40.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaa5pXSbQ_mwiO2mcilAA-IPNlxzT8WfL7-XJGf-2QIx3NCxcQ3DqUGKiGU_aem_AWatKitwqlzDKtlMSKJZIIf01NBMIPrE5F3E3SGFURML2tZjTAo7fRjQy9fOb5YSKuQcsVE7KmTGEgzWEKZ8Ylkdfr9v6OgO9v-KvFiG3kPenwgoRSCIRIhpJxiK6dhEZK4,5,80.00%,4,80.00%,1.20,5.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaa8Pqa4zfria2dnP6slKk0jB7optMoPTrdEzynFi0h1eLi1D3EAzMXEqNY_aem_ASbQ3VaSJI6R8C-UIss2_SanyDGDipu0TAFuFoGUbg0xF99XYQ-XO91c967vyXSchWrgz2X4xEj0SvQfYUAbLb-8GHzsN_QGEgJ0ipCeJg6G1U1FJGvCzS3f4tjXm42hZNQ,5,60.00%,3,60.00%,1.40,59.80,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaaGkDZ56wNjGzplnFOTO9ojFvwDGYDPmKaSc3s51MeaFyVfAAeZsLLnPOo_aem_AYT2QPJBqe5-MkzQl67Kc7zjQLonMBpCvcT9KiHULJKrzrEqtpCmwPXGxX-0ya_hpVj-u1LdstMFbXOND4ClKHEKixS8Ba04DGzU581xLW4Ks6M1JQsbivFaNiWXOGDH8g8,5,100.00%,5,60.00%,1.60,18.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAabD3dUPHaFYiw5nADhKtbXPLsWRdH2JGGGgORy4CLvT_tDBkmyElV7typA_aem_Af7d1QqxzTLwx9L43n2JJdrQv08j3WQUy604ld7HCjg9QpkjfwGS0krIWBJoJsdRVHueyQJzurv96Ov1x80UALMaF4KI4GdFvOdWKhJni-c1GyIugQdn8uAe8BCXP_x0paQ,5,40.00%,2,80.00%,1.20,131.20,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAabujyiTEh--LDfe7z50Nc6dR9CXkL4rqnWv9NIpeeHGlymJI_Ib5rSBolE_aem_Aan6e4ZFxV6RuCOpNQrouiImC6snkvbrEvyM3gRFc05HgCoYfPSrucQybCjZ3NyzuhssAEc9gGInmX6z2GjkCGdl2Q0wwM5A8Im74SUCj9y3NatiknbsPcagVdKsuSpc1Vo,5,40.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAabxgwhJcJAPvKLT2-61u5Czffri0hoU5V28x4-RmlwyaHN2Dr637cWW1vc_aem_AQ-a9sYhYKx-c9tscB5Vzw4CM2-8HzqJOBBCrpdbh1D82wg7zrkIq5gxsb5Z8bUG0y0v9mGHZYRgNWAudlN5qiIyJIW8_XlKvSYwBwUtc43Jbf9BlUao6EWciMLnWKIKpE4,5,60.00%,3,80.00%,1.20,0.60,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaY-HMto1SYEWKNhwsRaFLnPk3k96pS5_zykYtXm9Ooy4AfzTviUIUdhwIU_aem_AcY-FH0sfIwIY_qtK8AkItvKVp31zEOJBjN8CL5fK8uRuv84T_imffN967ihi9ss001kXWJr_4iuxm4bW-bgyWp2heIPapdHcyZyalYrc3tD3UegFyPigFCDqI5dWtFP6d0,5,80.00%,4,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYbOzkNCMAZHj78lJln2_Y3iRWUsHo6E9YLzjavA6vyUhdR3gRHG24MbEM_aem_AUxlm3EhK5dTDO64FiguJNkCtaQgKh60bi_f6D-QJQQSqzARgmn935LuoFI0ClcCkDmvFBLxXVsEBBjWSh4vV_OhlE0mI0PN_yJ52Gj9z5rb3-pYfnw7bn3VkkxSH6I52T8,5,60.00%,3,40.00%,2.00,298.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaYvjOb_OCIaHq1ihqVYmRxPGW5BhuSr2Th7YQE8b7rO06NitFaWMVksQf8_aem_AR6WwhfUn1KSh8_Dm4XzMgV1okOp4SGGtQyxPWNaYtKszjFSbUHbPVX6_7wI9qgZyvRGd6uMaouCWTi4g8OkKb1Gcy-pOlBv8VYRBu5dn3IjU-YIwMqFMUI7BJfuLxLcs0g,5,100.00%,5,80.00%,1.20,9.20,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=PAAaZhKmGNj1JG2a_sPv_oCg4VsWzybc_H_hptr48vw5VLse7liqslGd4LF78_aem_AbqAkd-eScxzkX8Soe2Otbo9dqPpaClNv87N7PWM3meUKHShGwPFt3xwhs_RM2j71l3Se1uIsgpoYb86zLyJElVfpBKnN4msDL15462wBiv0ptyRysn-1q8q6Dcx1p-yoD4,5,80.00%,4,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=_BfQB-r9StWC3AhlH4iKkwAA,5,20.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=0tk-wWOPQDuF5J9UzV2YLAAA,5,20.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=3SbQU-nZR56q0cwLRv7jbQAA,5,40.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=9yu0ry1-RF2Q15h9R_83SwAA,5,20.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=ChSEVYDnQeWl8f8HlQmVQgAA,5,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=eWjO8Dc7SlCpInIycWRWZAAA,5,20.00%,1,80.00%,1.20,43.80,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=Gvsu1sboRAWcUcnyN3qQ-wAA,5,20.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=jiYCVoSJTKCMdaP0XFrakAAA,5,60.00%,3,80.00%,1.40,18.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=K3CFAabrSpqry6wI4-ZuUAAA,5,100.00%,5,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=SQ_2Ysw0RReL1v6xB1zfDAAA,5,20.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=ue-PZ86sT9mkijIV2QbzgwAA,5,40.00%,2,80.00%,1.20,3.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=UwNHSCANR2KdaVeTzy8ddwAA,5,100.00%,5,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=XoCJEN3RS0iCHUf6az925gAA,5,20.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=line_concept_lp&ldtag_cl=xSVBz-D_RQqUFN1RsnvUbgAA,5,20.00%,1,80.00%,1.20,3.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1610180960.iUpogIidcq1cYvXpYXC3Ke5XjncoES3aYIdM9MeE2BYj2CDbBf2qkm2mrRf4huH.xw_juj1LoJ4sEznWgIJFJkS1t.kx_z9EyvvE9_IUWqjrOyM-,5,0.00%,0,80.00%,1.40,8.20,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1612334471.StjP9I6dcq2UT5KvUykLqhLHLkC9IXstUZRkAva4EOWkeUUDiCE4G57t4n3OLU7lz6ossj88xpAb1buxRE5Z9wtr5lCM_4nlyNnx0M3WhipAkQU-,5,0.00%,0,80.00%,1.20,160.40,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1613085351.KVmQceadcq2qcq9Ql7EtWw2KUIsTbchASqxSBmJf19MKW3LXz3bJuZBgtBpw8U99ONGD0EkGNb9S2XSCZyJzoAOKaMzE0MS6ABjYa3TV3wMDgtg-,5,20.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1614867178.2_pw382dcq1wRrgJ3HXVw8WRXxPVJEqaU4BATn2TRcjXdORp_EWDbFE5PD6KNMWXqi3OfCToZX9efcPlAJMcak8vAmvIUsVKz_C5S_WDrB95CnM-,5,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1615171457.VSZw_Didcq34Nc9BRSlAqCmTpZfNIJdaQcjlynYr0lY9n1Jo8X9yaXMXavBgw8U0cnEKSjmRg8C9O8sCLtZut45VAxl4XKc1QdHsKrLdC98CxZ4-,5,0.00%,0,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1617871253.A5XBbmAAANBU30WKsTVoosynWeSpcx7xHhSiGbSfNjHGdx-tDMOdM3HA2WBVkgz1uo6v28Ubm4wyl5SM9u_kMDSnwLxKb3pP4ws2JspT3P_kTs4Hq7TCLUpQXWVKhFkN7lrHrNOyaocx6oNWJ0MrXxmjKczcElm8PK4iZYihawzKXR0bduVmEyMER2NCNki_lg,5,20.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1619856670.Ax4NjWAAAH8Urm6Jd59rbg8XrvdVuV5NKOFN1wa-IZMY9oaqTZZVI7XEsDekaGgABN3xUDIzd0cN7MBJZq8D4vddKBGaZs-pNcc-NVTjfSu6bscUnteYETqHgHrLFyhWSEQZeP4w2rS2dw73p9dJ0qbhgSNYMH0GGFQjUX-wahbyZGf2Gir2DUP8KG1if0-wXg,5,60.00%,3,60.00%,1.60,38.80,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1623132166.AwYIv2AAAG3ul1M-yJarG4qnmzbDHfRY3RRuYo5Y2ZSZTYk3f8nHUM9N3s-CME89TpGJELwSZAFJsT5I7m-5YgRcAWrbpDL5KPntulCYRtn-k5iU5aB95NbZ4bYTeFlJCbfgtQ02ebrn3fErGHUBvnIk2C38e0fByA60w6n-B1gpQg0lxV_NxCil1zkssicPlw,5,40.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=ydn_gw_concept_lp&yclid=YJAD.1624307731.AxP40GAAAGsrXGczvHT7czK-wpa1Cr-ljQiv7eCAFLxEq3jnyFVoNTJDFyoJyxBQrfgA9pCsWvxFxRzf0ZMKvCcmVAenOv0saAAzraQHZC8BZ1aqYsbZ75ySdi_Nqs6pja5dLXrV6GHV-7N-g_iPCLxxLHybbYZCMn__PIJhrp7fahrLU99yVIWWosWrhN0USQ,5,20.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?wbraid=CjgKCAjw6NmHBhA_EigAT1XRdOxPUpSRDHrUnN6NoUYEIH1R6y52LyHnhCbjRBSTKH0vT86TGgKiwA,5,80.00%,4,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?wbraid=CjgKCAjwos-HBhBuEigAZjthuOPRmjrkS2ETw9EufKpyNPRXQelwfC2Wom8M0sFPofUHEx8fGgKhDQ,5,100.00%,5,40.00%,1.80,30.00,0.00%,0,0.00
/lp/concept/?wbraid=CjkKCQjwruSHBhCtARIoALkJzVESzkL0OJN2fIgpNdmbnBIlqvsddW_O4Kmk4CJ0a-UinhWnZRoC5tE,5,100.00%,5,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?wbraid=CjoKCAjwn6GGBhB3EioAtk7wFaI8m_aXXTVN8nvBwEl483Ad4W-_6-DqL37BDaDVOtId9JCADaYaAlFo,5,80.00%,4,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/?yclid=YSS.1001111129.EAIaIQobChMI9YmF373h7gIVAWoqCh2-4QACEAAYAiAAEgKde_D_BwE,5,0.00%,0,0.00%,5.00,363.40,0.00%,0,0.00
/lp/concept/?yclid=YSS.1001111129.EAIaIQobChMIjLOs_Y-n8AIVVAVgCh2rFg_EEAEYAiAAEgLXSvD_BwE,5,20.00%,1,80.00%,1.20,21.40,0.00%,0,0.00
/lp/concept/?yclid=YSS.1001111129.EAIaIQobChMIu9iGsrKb8QIV02SLCh0reQP3EAAYAiAAEgLm7_D_BwE,5,40.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/cn/?__dgmt_ecc=iBtU2aTseTnoEIjV,5,40.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/edogawa_area.html?yclid=YSS.1001111129.EAIaIQobChMIlreahpzs8QIVc9VMAh1Q7A_fEAEYAiAAEgJXwfD_BwE,5,20.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/lp/concept/movie.html,5,0.00%,0,20.00%,9.40,504.40,0.00%,0,0.00
/lp/concept/property.html?yclid=YSS.1001111129.EAIaIQobChMIveC2zKrZ8AIVw7mWCh3FEAwsEAAYASADEgL9JvD_BwE,5,80.00%,4,20.00%,6.00,272.60,0.00%,0,0.00
/lp/houses/115_0042_5_02/index.html?argument=VhD4FQ1G&dmai=fb_115_0042_5_02,5,20.00%,1,60.00%,6.40,36.00,0.00%,0,0.00
/lp/houses/120_0022_1_01/,5,60.00%,3,40.00%,4.20,440.40,0.00%,0,0.00
/lp/houses/124_0011_3_01/index.html?argument=VhD4FQ1G&dmai=fb_124_0011_3_01&fbclid=IwAR22MZPXTkpmVkLL1h4nu2dvcn9ipgFWgnAPtohNAVI7lnclZ9RBnM9klvc,5,0.00%,0,60.00%,1.40,322.40,0.00%,0,0.00
/lp/houses/125_0041_5_04/index.html?argument=VhD4FQ1G&dmai=fb_125_0041_5_04&fbclid=PAAaaBx2vmnBqi80rUfwYUUmnxTlUGWzFhpSvQk4Fw6DsGVzjx911QUvkdaHA_aem_AfBY6HlO39frHlZJNJAuq3yfdHKL0jEqd6ST6ymwnXqBMS51geaASyByWolBo7dzd5TKVAmGEzkFpb_UeBLy-Iuvo0OdV4RJI96bEJ4WzNda8jf5hIfC1gzvZeDm6__V85M,5,60.00%,3,40.00%,4.20,395.20,0.00%,0,0.00
/lp/houses/132_0013_1_01/company.html,5,80.00%,4,60.00%,3.60,360.00,0.00%,0,0.00
/lp/houses/142_0043_2_01/concept.html,5,40.00%,2,40.00%,2.40,28.60,0.00%,0,0.00
/lp/houses/146_0084_1_02/index.html?argument=VhD4FQ1G&dmai=fb_146_0084_1_02&fbclid=IwAR2257h5SIq2ejVIm05BhZH9df4YBhZYn8To0jAlw4sJexXvC0gUU86a3-I_aem_ASHULOV_dvaPqhUKUrItt4tstOZH7OOxTg41UiV7lSMdYgXmbdAtd21AXWZ1L0wfxlHv3n8ATGWakRMgqidukUiS3DBg9Ynz7ZfIE_AaIw4r9J5a5YDRf822rrKQ4UYoFfE,5,100.00%,5,40.00%,2.20,195.80,0.00%,0,0.00
/lp/houses/146_0084_1_02/index.html?argument=VhD4FQ1G&dmai=fb_146_0084_1_02&fbclid=PAAabnBgN954XOWAC2hyEwHRC0g865RUmNKFy0BfpVoUZa_JlVHutU3NULhUY_aem_AbOmD5KJYBsS541NsUm4DK_i5r_RDEd3ZNWz4Xd-AbUCajR-kv7tlgg59SpvSN4JEOl_OKR-D1RkzV1R51ycaaYOKgybC1p9KdqmyQL4f5aSti1Wo9Oz8ZCTCQAqjXKFP08,5,60.00%,3,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=IwAR0IdnPblUp67vHa2wKmwr1GISOvHbILMp_-psFghRJ3DdyZ2rOkyfG8V_U,5,60.00%,3,40.00%,1.40,30.20,20.00%,1,0.00
/lp/houses/152_0013_2_01/index.html?argument=VhD4FQ1G&dmai=fb_152_0013_2_01&fbclid=IwAR1kOU96LWXhEAujQT-Mn8bgQwXekjjteh6FmyNcEmDYRN29uQXXTPOgtpM_aem_AWbX5Ta_JiobR-9hjpIo_i0lnSTHRDZ1VLeSY3IAOh9UmtmKU-HlqZn4mzP1pDPWem_UpJhyWHuEbQ2RbaRXjcbI8wolUdxHcdD6osOfWDUBjkqy9kOPUBdI8faMavacCxg,5,100.00%,5,40.00%,2.00,124.80,0.00%,0,0.00
/lp/houses/165_0032_1_01/after_service.html,5,40.00%,2,40.00%,2.20,280.40,0.00%,0,0.00
/lp/houses/166_0001_6_03/,5,40.00%,2,40.00%,1.80,11.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/company.html,5,0.00%,0,60.00%,2.20,122.00,0.00%,0,0.00
/lp/houses/167_0042_4_05/index.html?argument=VhD4FQ1G&dmai=fb_167_0042_4_05&fbclid=PAAaa7KiTxIPbO5UTkYqR7kDl6SOtEvN57A650wdeieZWvtGwCAgZ67FpASrk,5,80.00%,4,60.00%,1.40,93.00,0.00%,0,0.00
/lp/houses/173_0002_8_01/index.html?argument=VhD4FQ1G&dmai=fb_173_0002_8_01&fbclid=PAAaaOkqFieGQ0h7o5MZLr89NKYiNay2OEOK1E9ynW3K2QNOdA-KWhSoY1JMw,5,40.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/173_0034_55_01/concept.html,5,0.00%,0,80.00%,1.40,1.80,0.00%,0,0.00
/lp/houses/176_0013_2_03/company.html,5,80.00%,4,0.00%,2.40,267.80,0.00%,0,0.00
/lp/houses/177_0044_2_02/index.html?argument=VhD4FQ1G&dmai=fb_177_0044_2_02&fbclid=PAAaYhg81MASUPuBBobxiJgD0pLHz2GHrORr3CG-43VQG_e498EcGSsYL72SQ,5,60.00%,3,40.00%,3.00,684.80,0.00%,0,0.00
/lp/houses/177_0044_3_01/company.html,5,40.00%,2,40.00%,5.20,198.60,0.00%,0,0.00
/lp/houses/189_0012_4_01/,5,100.00%,5,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/215_0018_6_01/after_service.html,5,60.00%,3,60.00%,2.40,13.60,0.00%,0,0.00
/lp/houses/272_0825_1_02/concept.html,5,80.00%,4,60.00%,1.40,36.60,0.00%,0,0.00
/lp/houses/273_0046_2_01/?yclid=YSS.1001111129.EAIaIQobChMIx7fqjfOX8AIVDwRgCh3xEg8eEAAYAyAAEgI8IvD_BwE,5,80.00%,4,60.00%,2.00,203.00,40.00%,2,0.00
/lp/houses/273_0046_2_01/index.html?argument=VhD4FQ1G&dmai=fb_273_0046_2_01&fbclid=PAAabb0FD2GFMHJpFMReTSKplcEw8jprO98JTlVVsYYA4VfzeQvoTIyYsZjqU_aem_AdHsuJIQXM8Z_lCIeLHvnU-qY9WiC0RfGhGQBGsnJh2SIsR7WeTCJ_rpFR_FbB8slH3JfdYYqkKv95OKZ3HG3y39ABPl7yvN3zZ15raLDc3vdsDCauhikqrgtQbFLAzhgUs,5,40.00%,2,20.00%,1.80,276.40,0.00%,0,0.00
/lp/houses/274_0063_8_02/index.html?argument=VhD4FQ1G&dmai=fb_274_0063_8_02&fbclid=PAAaYGwAXUwx_3X2RvYznRxFRPxeGljuBJ3JDopAJ8pFAXtc7uoYWwxEYTKfk_aem_ATYTj3zakb3bh9C5ZxlkEJmFvWVb6vtYx-CyZNtK3TSNAeps2N_Mmy7QUa3MIHv1Owd-Wi6OpHhdayffOk24-emJJhYzfREchz9yCCc2J6D_JzPRPp69JINDUexaAZbErt8,5,80.00%,4,100.00%,1.00,0.00,0.00%,0,0.00
/lp/houses/274_0063_8_02/index.html?argument=VhD4FQ1G&dmai=fb_274_0063_8_02&fbclid=PAAaZlZPrcT54FAuh1Xqj8LmTGjNqii5DY1IyskqjRuF039h1TZsiKvgXDIiM_aem_AQ7oRBWXrWo8t8ep1vOdWCqO97qZj123uVGuXIdL3oHgfQSFRsYoqkvuLsSxOHHHqTwSftHHiyhLB8voDyD-u_Y1MkTCdguuvRDHJDgRsg-oQi0LsW5LFqQmu_Aeihjcqsk,5,80.00%,4,60.00%,1.60,143.40,0.00%,0,0.00
/lp/houses/277_0074_1_01/,5,60.00%,3,40.00%,2.80,114.80,0.00%,0,0.00
/lp/houses/332_0027_1_09/index.html?argument=VhD4FQ1G&dmai=fb_332_0027_1_09&fbclid=PAAaZSmSMJMvkE6wteW0xmGkfvgs6LAikhkRoYiYaOzz_TwQljIHER-6iyZs0_aem_AZaMt_QGQV6VM0xCX97dTwNfwX5g5OgiO4sp42KCoW0r0oX8UrAHc4Gy_YQ12xgew_myUpgP278pc3Us1afnwvt6LVJ6ICF6DCGUM-GrpfewLU86sjvsgDQLrZklwnd1lcM,5,60.00%,3,60.00%,2.60,74.60,0.00%,0,0.00
/lp/houses/332_0027_2_10/?yclid=YSS.1001111129.EAIaIQobChMI4IPSzcXi8AIVF7eWCh0G4Af8EAAYASAAEgJWfPD_BwE,5,80.00%,4,80.00%,1.20,2.60,0.00%,0,0.00
/lp/houses/333_0847_2_05/company.html,5,60.00%,3,60.00%,4.00,32.80,0.00%,0,0.00
/lp/houses/334_0056_786_01/company.html,5,40.00%,2,60.00%,3.00,153.40,0.00%,0,0.00
/lp/houses/343_0846_4_01/index.html?argument=VhD4FQ1G&dmai=fb_343_0846_4_01&fbclid=PAAabffALIwnC-Sj7R045FiSSnLl29jvUmg9KWx3QXyoPLxIsrNZg4r0Xms10_aem_AX1hdu4i7Tpkhj62q25jaamyzEriRK5KzZDGtcHuAMt8Bpcduw478f276BmFgIgDQRuIsyhdOmYf1js6RjX8E0LKbGGfg_K9_phtVFEWcQjPxfRo8c2uBNVa_Jecmlk81Yo,5,40.00%,2,40.00%,2.20,118.40,0.00%,0,0.00
/lp/houses/902_0064_3_01/concept.html,5,60.00%,3,40.00%,1.80,60.20,0.00%,0,0.00
/lp/houses/904_2172_1_01/concept.html,5,80.00%,4,80.00%,1.20,239.60,0.00%,0,0.00
/lp/mitaka4/,5,100.00%,5,80.00%,1.20,1.40,0.00%,0,0.00
/newsblog/10564/,5,60.00%,3,100.00%,1.00,0.00,0.00%,0,0.00
/product/bacileon/?yclid=YSS.1001111129.EAIaIQobChMI392franE8AIVia-WCh29SgxsEAAYASADEgKiN_D_BwE,5,100.00%,5,80.00%,7.40,203.80,0.00%,0,0.00
/reservation/?eventtitle=バシレイオン都立家政,5,40.00%,2,100.00%,1.00,0.00,0.00%,0,0.00
/search/id11510/?argument=VhD4FQ1G&dmai=fly_332_0027_1_06,5,100.00%,5,40.00%,7.40,208.40,20.00%,1,0.00
/search/id13032/?argument=VhD4FQ1G&dmai=fly_334_0063_1_05,5,20.00%,1,80.00%,1.40,22.80,0.00%,0,0.00
/search/id7630/attachment/id0/,5,20.00%,1,40.00%,5.80,98.80,0.00%,0,0.00
/?__dgmt_ecc=EjK5FHuTNyEsFOWC,4,50.00%,2,0.00%,3.75,52.25,0.00%,0,0.00
/?__dgmt_ecc=fLfbhpMw5vm5fHvt,4,25.00%,1,0.00%,10.50,176.75,0.00%,0,0.00
/?post_type=search&p=15857&preview=true,4,0.00%,0,0.00%,3.75,393.75,0.00%,0,0.00
/?post_type=search&p=15896&preview=true,4,0.00%,0,0.00%,9.50,1341.25,0.00%,0,0.00
/?yclid=YSS.1001111129.EAIaIQobChMI5fWg3Yjf8AIVWLaWCh1HEgCAEAAYASAAEgJCl_D_BwE,4,25.00%,1,25.00%,4.25,122.50,0.00%,0,0.00
/?yclid=YSS.1001111129.EAIaIQobChMIi9Od28f98AIVR1RgCh2TfwB5EAAYASAAEgJ6OfD_BwE,4,100.00%,4,100.00%,1.00,0.00,0.00%,0,0.00
/?yclid=YSS.1001111129.EAIaIQobChMIiPP3maK-7wIVzdaWCh16QAKJEAAYASAAEgL0yPD_BwE,4,75.00%,3,25.00%,4.75,847.75,0.00%,0,0.00
/andresortlife/2021/02/24/「ホワイトインテリア」でお部屋を明るく。寒々/,4,100.00%,4,100.00%,1.00,0.00,0.00%,0,0.00
/andresortlife/2021/05/03/家族で並走サイクリングが叶う屋上テラスの活用/,4,100.00%,4,75.00%,1.25,6.75,0.00%,0,0.00
/andresortlife/2021/07/20/自宅の屋上を芝生にしよう。おしゃれに見える芝/,4,25.00%,1,100.00%,1.00,0.00,0.00%,0,0.00
/andresortlife/category/space_utilization/rooftop_greening/,4,75.00%,3,100.00%,1.00,0.00,0.00%,0,0.00
/customhome.html,4,75.00%,3,50.00%,2.75,22.75,0.00%,0,0.00
/gallery/バシレイオン琉球-プール脇4/,4,75.00%,3,25.00%,2.50,108.25,0.00%,0,0.00
/lp/concept/?argument=VhD4FQ1G&dmai=fb_concept&fbclid=IwAR0aaflQhUUn52d3BFXLBRK4esmGviKMv_uT6zld6Y_t4-XVP9zmz6zBHRc_aem_ASHt_fa_JYGsO9uroyhJgRrGJRMZJzEP5wcSo8F0zj9g9oqf7tMEgLS_NHP-gXgTHapKoYIiubtp0sS1qvct3aEV6wNcASyLoDXoUPwD6Nq_SI8Y2024nfcHgMv7-H3kJDY,4,75.00%,3,75.00%,1.75,14.50,0.00%,0,0.00
